"";"ProbeNr";"Datum der Entnahme";"Uhrzeit der Entnahme";"Probe Valide";"Kläranlagen-ID";"Name der Kläranlage";"Probenbegleitschein vollständig";"Genkopien im Durchschnitt (Gq/ml)";"Genkopien N1/ml";"Genkopien N2/ml";"Anteil Genkopien Durchschnitt zu PMMoV x100.000";"Probennahme (Anfangs )Zeit";"Probennahme (End )Zeit";"Probennahmeart";"Probenvolumen (ml)";"Gesamt-Volumen (Liter) der Mischprobe vor Abfüllung (geschätzt)";"Temperatur des Rohabwassers (Grad Celsius)";"Leitfähigkeit des Rohabwassers (uS/cm)";"pH-Wert des Rohabwassers";"NH4-Konzentration";"Volumenstrom (m3/d)";"Niederschläge am Vortag der Probenentnahme (mm)";"Niederschläge am Probenentnahmetag (mm)";"Lufttemperatur am Probenentnahmetag (Grad Celsius)";"Chemischer Sauerstoffbedarf CSB (mg/l)";"Total Organic Carbon TOC (mg/l)"
"86";25368;2022-10-24;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 397";" 198";" 596";" 85.6";2022-10-24 00:00:00;2022-10-24 23:45:00;" MP";" 1000";" 8";" 15.58";" 787";" 7.78";" 22.6";" 14631";" 4";" 0";" 16";" 495";" 177"
"87";25380;2022-10-24;" 00:00:00";" ja";22425;" Germersheim";" ja";" 561";" 354";" 768";" 98.1";2022-10-24 00:00:00;2022-10-24 23:45:00;" MP";" 100";" 24";" 17.8";" 127.4";" 7.87";" 58.1";" 5938";" 3";" 15";" 15.4";" 597";" NA"
"88";25381;2022-10-25;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 390.5";" 189";" 592";" 300";2022-10-24 00:00:00;2022-10-24 23:45:00;" MP";" 1000";" 7";" 6.1";" 590";" 7.22";" 16.5";" 13400";" 3";" 0";" NA";" 306";" 35.5"
"89";25386;2022-10-24;" 07:30:00";" ja";22430;" Kaiserslautern";" ja";" 392";" 200";" 584";" 119";2022-10-24 00:00:00;2022-10-24 23:45:00;" MP";" 1000";" 5";" 15";" 851";" 7.22";" 20.8";" 71141";" 10";" 0";" NA";" 290";" 80.9"
"90";25387;2022-10-24;" 00:00:00";" ja";22431;" Koblenz";" ja";" 363.5";" 263";" 464";" 110";2022-10-24 00:00:00;2022-10-24 23:45:00;" MP";" 1000";" 5";" 16.1";" 1200";" 7.6";" 35.5";" 40720";" 3";" 0";" 16.3";" 607";" 185"
"91";25389;2022-10-24;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 356";" 192";" 520";" 212";2022-10-24 00:00:00;2022-10-24 23:45:00;" MP";" 1000";" 3";" 18.7";" 1.36";" 8.35";" 27.4";" 18190";" 1";" 1";" 15.6";" 444";" 123"
"92";25450;2022-10-25;" 00:00:00";" ja";19985;" Andernach";" ja";" 764";" 388";" 1140";" 152";2022-10-24 08:00:00;2022-10-25 08:00:00;" MP";" 1000";" 7.5";" 18";" 1860";" 8.18";" 46";" 8765";" 2";" 0";" 10.4";" 652";" nicht messbar"
"93";25466;2022-10-26;" 07:30:00";" ja";22430;" Kaiserslautern";" ja";" 547.5";" 295";" 800";" 183";2022-10-25 00:00:00;2022-10-25 23:45:00;" MP";" 1000";" 5";" 15.1";" 761";" 7.25";" 29.2";" 48669";" 0";" 0";" 12.8";" 563";" 118"
"94";25487;2022-10-25;" 08:00:00";" ja";22448;" Trier";" ja";" 473";" 282";" 664";" 229";2022-10-24 08:00:00;2022-10-25 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 1171";" 7.4";" 54.4";" 30925";" 3";" 0";" 15.97";" 830";" 199.3"
"95";25488;2022-10-24;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 126.5";" 79";" 174";" 207";2022-10-23 18:00:00;2022-10-24 18:00:00;" MP";" 2000";" 20";" 26";" nicht messbar";" 7";" nicht messbar";" 242055";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" 202"
"96";25489;2022-10-25;" 08:00:00";" ja";22449;" Worms";" ja";" 359";" 266";" 452";" 79.4";2022-10-24 08:00:00;2022-10-25 08:00:00;" MP";" 1000";" 12";" 17.8";" 1589";" 7.79";" 46.7";" 20921";" 4";" 0";" nicht messbar";" 666";" nicht messbar"
"97";25490;2022-10-25;" 08:00:00";" ja";22438;" Landau";" ja";" 584";" 364";" 804";" 90.1";2022-10-24 08:00:00;2022-10-25 08:00:00;" MP";" 1000";" 4";" 17.8";" nicht messbar";" 8.3";" 29.8";" 10926";" 0";" 0";" nicht messbar";" 302";" nicht messbar"
"98";25491;2022-10-25;" 08:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 382";" 232";" 532";" 55.8";2022-10-25 00:00:00;2022-10-25 00:00:00;" MP";" 1000";" 24";" 15.8";" 780";" 7.8";" 18";" 13152";" 5";" 0";" 17.4";" 352";" 99.4"
"99";25492;2022-10-24;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 870";" 520";" 1220";" 143";2022-10-24 00:00:00;2022-10-25 00:00:00;" MP";" 1000";" 7";" 14.8";" 680";" 8";" nicht messbar";" 4780";" nicht messbar";" nicht messbar";" 12";" nicht messbar";" nicht messbar"
"100";25493;2022-10-25;" 00:00:00";" ja";23128;" Speyer";" ja";" 599";" 382";" 816";" 109";2022-10-24 00:00:00;2022-10-24 00:00:00;" MP";" 1000";" 3";" 25.7";" 1263";" 7.51";" 39.1";" 15596";" 2";" 0";" 18.1";" 408";" nicht messbar"
"101";25497;2022-10-26;" 00:00:00";" ja";22425;" Germersheim";" ja";" 896";" 612";" 1180";" 123";2022-10-26 00:00:00;2022-10-26 23:45:00;" MP";" 100";" 24";" 19.7";" 124.9";" 7.72";" 65.3";" 4884";" 0";" 0";" 15";" 752";" NA"
"102";25503;2022-10-27;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 571.5";" 43";" 1100";" 334";2022-10-26 00:00:00;2022-10-26 23:45:00;" MP";" 1000";" 1";" 5.9";" 690";" 7.57";" 45.2";" 8680";" 0";" 0";" NA";" 426";" 46.1"
"103";25504;2022-10-26;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 566.5";" 341";" 792";" 135";2022-10-26 00:00:00;2022-10-26 23:45:00;" MP";" 1000";" 8";" 15.44";" 986";" 7.96";" 36";" 9513";" 0";" 1";" NA";" 564";" 231"
"104";25648;2022-10-27;" 00:00:00";" nein";19985;" Andernach";" ja";" nicht messbar";" nicht messbar";" nicht messbar";" ";2022-10-26 08:00:00;2022-10-27 08:00:00;" MP";" 1000";" 12";" 16";" 2030";" 7.9";" 44";" 8901";" 0";" 0";" 21.3";" 520";" nicht messbar"
"105";25649;2022-10-26;" 00:00:00";" ja";22431;" Koblenz";" ja";" 636";" 392";" 880";" 166";2022-10-26 00:00:00;2022-10-26 23:45:00;" MP";" nicht messbar";" 5";" 17";" 1500";" 7.6";" 48.7";" 24260";" 0";" 0";" 15.1";" 757";" 229"
"106";25650;2022-10-27;" 00:00:00";" ja";22439;" Mainz";" nein";" 978";" 596";" 1360";" 164";2022-10-26 00:00:00;2022-10-26 23:45:00;" MP";" 1000";" 6";" 7";" 1790";" 7.9";" 59.8";" 41229";" NA";" NA";" 12.8";" 764";" 306"
"107";25936;2022-10-27;" 08:00:00";" ja";22448;" Trier";" ja";" 744.5";" 349";" 1140";" 190";2022-10-26 08:00:00;2022-10-27 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 1089";" 7.5";" 41.76";" 19174";" 0";" 0";" 13.87";" 876";" 253.6"
"108";25937;2022-10-27;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 573";" 270";" 876";" 194";2022-10-26 00:00:00;2022-10-26 00:00:00;" MP";" 1000";" 3.5";" 18";" 1.36";" 8.02";" 51.7";" 15350";" 0";" 0";" 8.2";" 207";" 168"
"109";25938;2022-10-27;" 08:00:00";" ja";22438;" Landau";" ja";" 453";" 230";" 676";" 436";2022-10-26 08:00:00;2022-10-27 08:00:00;" MP";" 1000";" 10";" 18";" nicht messbar";" 7.5";" 33.8";" 10979";" nicht messbar";" nicht messbar";" 15.5";" 548";" 41.7"
"110";25939;2022-10-27;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 1003";" 576";" 1430";" 251";2022-10-26 00:00:00;2022-10-26 00:00:00;" MP";" 1000";" 24";" 15.5";" 1100";" 7.5";" 36.5";" 6296";" 0";" 0";" 16";" 482";" 117"
"111";25940;2022-10-27;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 473";" 238";" 708";" 273";2022-10-26 00:00:00;2022-10-26 00:00:00;" MP";" 2000";" 8";" 15.1";" 890";" 8.3";" nicht messbar";" 2640";" nicht messbar";" nicht messbar";" 13";" nicht messbar";" nicht messbar"
"112";25941;2022-10-26;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 120.5";" 79";" 162";" 55";2022-10-25 18:00:00;2022-10-26 18:00:00;" MP";" 2000";" 20";" 26";" nicht messbar";" 7";" nicht messbar";" 236866.5";" 0";" 0";" nicht messbar";" nicht messbar";" 243.45"
"113";25942;2022-10-27;" 00:00:00";" ja";23128;" Speyer";" ja";" 890";" 480";" 1300";" 246";2022-10-26 00:00:00;2022-10-26 00:00:00;" MP";" 1000";" 3";" 24.3";" 1947";" 7.54";" 59.5";" 12682";" 0";" 0";" 17.7";" 487";" nicht messbar"
"114";25943;2022-10-27;" 08:00:00";" ja";22449;" Worms";" ja";" 742";" 560";" 924";" 98.7";2022-10-26 08:00:00;2022-10-27 08:00:00;" MP";" 1000";" 12";" 17.9";" 1609";" 7.9";" 56.3";" 19061";" 0";" 0";" nicht messbar";" 914";" nicht messbar"
"115";26085;2022-10-30;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 1057";" 684";" 1430";" 200";2022-10-30 00:00:00;2022-10-30 00:00:00;" MP";" 1000";" 4.5";" 18";" 1.42";" 8.02";" 38.3";" 15160";" 0";" 0";" nicht messbar";" 143";" 600"
"116";26108;2022-10-30;" 00:24:00";" ja";22425;" Germersheim";" ja";" 784";" 628";" 940";" 122";2022-10-30 00:00:00;2022-10-30 00:00:00;" MP";" 100";" 24";" 19.6";" 134.27";" 7.52";" 72.2";" 4223";" 0";" 0";" 15.6";" 771";" nicht messbar"
"117";26109;2022-10-31;" 00:00:00";" ja";22430;" Kaiserslautern";" ja";" 674";" 504";" 844";" 269";2022-10-30 00:00:00;2022-10-30 23:59:00;" MP";" 1000";" 5";" 14.9";" 793";" 7.36";" 31.6";" 46925";" 0";" 0";" nicht messbar";" 197";" 60.1"
"118";26110;2022-10-30;" 00:00:00";" ja";22431;" Koblenz";" ja";" 918";" 716";" 1120";" 235";2022-10-30 00:00:00;2022-10-30 00:00:00;" MP";" 1000";" 5";" 16.6";" 1400";" 7.2";" 54.4";" 22208";" 0";" 0";" 15.4";" 652";" 203"
"119";26111;2022-10-31;" 08:00:00";" ja";22438;" Landau";" ja";" 1000";" 720";" 1280";" 181";2022-10-30 08:00:00;2022-10-31 08:00:00;" MP";" 1000";" 10";" 17.5";" nicht messbar";" 7.73";" 46.5";" 9498";" nicht messbar";" nicht messbar";" 12.5";" 662";" 42.1"
"120";26112;2022-10-31;" 07:15:00";" ja";22439;" Mainz";" ja";" 720";" 448";" 992";" 176";2022-10-30 00:00:00;2022-10-30 00:00:00;" MP";" 1000";" 6";" 7";" 1970";" 7.8";" 69";" 39462";" nicht messbar";" nicht messbar";" 12.5";" 921";" 219"
"121";26113;2022-10-31;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 874";" 648";" 1100";" 508";2022-10-30 00:00:00;2022-10-30 23:59:00;" MP";" 1000";" 7";" 6.2";" 777";" 7.13";" 26.5";" 7050";" 0";" 0";" nicht messbar";" 579";" 40.5"
"122";26114;2022-10-31;" 07:00:00";" ja";19985;" Andernach";" ja";" 596";" 440";" 752";" 141";2022-10-30 07:00:00;2022-10-31 07:00:00;" MP";" 1000";" 5";" 17.5";" 2134";" 8.1";" 41";" 8598";" 0";" 0";" 10.4";" 645";" nicht messbar"
"123";26115;2022-10-30;" 00:00:00";" ja";23128;" Speyer";" ja";" 1430";" 1100";" 1760";" 196";2022-10-30 00:00:00;2022-10-30 00:00:00;" MP";" 1000";" 2.5";" 25.9";" 1982";" 7.48";" 73";" 10443";" 0";" 0";" 15.5";" 596";" nicht messbar"
"124";26116;2022-10-31;" 08:00:00";" ja";22449;" Worms";" ja";" 945";" 700";" 1190";" 135";2022-10-30 08:00:00;2022-10-31 08:00:00;" MP";" 1000";" 12";" 13.3";" 1730";" 7.9";" 68.6";" 19850";" 0";" 0";" nicht messbar";" 855";" nicht messbar"
"125";26117;2022-10-30;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 1010";" 720";" 1300";" 223";2022-10-30 00:00:00;2022-10-30 00:00:00;" MP";" 1000";" 8";" 15.23";" 937";" 7.84";" 38.8";" 8126";" 0";" 0";" nicht messbar";" 692";" 274"
"126";26139;2022-11-01;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 463";" 190";" 736";" 149";2022-11-01 00:00:00;2022-11-01 00:00:00;" MP";" 1000";" 4.5";" 18.6";" 1.42";" 8.03";" 29.4";" 22190";" 0";" 1";" nicht messbar";" 597";" 141"
"127";26140;2022-11-02;" 08:00:00";" ja";19985;" Andernach";" ja";" 454";" 164";" 744";" 124";2022-11-01 08:00:00;2022-11-02 08:00:00;" MP";" 1000";" 5";" 15.9";" 1923";" 8.1";" 45";" 8483";" 0";" 0";" 11.6";" 937";" nicht messbar"
"128";26141;2022-11-02;" 08:15:00";" ja";22439;" Mainz";" ja";" 586";" 244";" 928";" 136";2022-11-01 00:00:00;2022-11-01 00:00:00;" MP";" 1000";" 6";" 7";" 1552";" 7.8";" 52.6";" 53760";" 0";" nicht messbar";" 11.4";" 663";" 210"
"129";26143;2022-11-02;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 329";" 126";" 532";" 163";2022-11-01 00:00:00;2022-11-01 23:59:00;" MP";" 1000";" 7";" 6.7";" 778";" 7.24";" 30.7";" 6680";" 0";" 0";" nicht messbar";" 575";" 42"
"130";26148;2022-11-01;" 00:00:00";" ja";23128;" Speyer";" ja";" 600";" 288";" 912";" 184";2022-11-01 00:00:00;2022-11-01 00:00:00;" MP";" 1000";" 5";" 25.5";" 1175";" 7.5";" 35";" 21227";" 0";" 3";" 11.5";" 480";" nicht messbar"
"131";26155;2022-11-01;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 974";" 428";" 1520";" 376";2022-11-01 00:00:00;2022-11-01 00:00:00;" MP";" 1000";" 8";" 14.46";" 542";" 7.85";" 22.8";" 20754";" 0";" 8";" nicht messbar";" 494";" 186"
"132";26605;2022-11-02;" 08:00:00";" ja";22438;" Landau";" ja";" 498";" 200";" 796";" 173";2022-11-01 08:00:00;2022-11-02 08:00:00;" MP";" 1000";" 10";" 17.3";" nicht messbar";" 8.1";" 68.4";" 19553";" 5";" 1";" 12.9";" 887";" 40.9"
"133";26606;2022-11-01;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 181";" 76";" 286";" 79";2022-11-01 00:00:00;2022-11-01 00:00:00;" MP";" 1000";" 24";" 15";" 800";" 7.7";" 15.5";" 18624";" 1";" 1";" 13.8";" 356";" 89"
"134";26608;2022-11-02;" 08:00:00";" ja";22448;" Trier";" ja";" 405.5";" 199";" 612";" 136";2022-11-01 08:00:00;2022-11-02 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 1057";" 7.6";" nicht messbar";" 19081";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"135";26612;2022-11-02;" 08:00:00";" ja";22449;" Worms";" ja";" 274";" 136";" 412";" 67.2";2022-11-01 08:00:00;2022-11-02 08:00:00;" MP";" 1000";" 12";" 18.1";" 988";" 7.8";" 35.7";" 29389";" 73";" 4";" nicht messbar";" 711";" nicht messbar"
"136";26899;2022-11-02;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 23.5";" 14";" 33";" 40.8";2022-11-01 18:00:00;2022-11-02 18:00:00;" MP";" 2000";" 20";" 26";" nicht messbar";" 7";" nicht messbar";" 234540";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" 250"
"137";26900;2022-11-01;" 00:00:00";" ja";22425;" Germersheim";" ja";" 434.5";" 181";" 688";" 191";2022-11-01 00:00:00;2022-11-01 00:00:00;" MP";" 100";" 24";" 17.9";" 93.78";" 7.7";" 51.9";" 9110";" 0";" 3";" 13.3";" 691";" nicht messbar"
"138";26901;2022-11-02;" 07:20:00";" ja";22430;" Kaiserslautern";" ja";" 141.5";" 49";" 234";" 66.4";2022-11-01 00:00:00;2022-11-01 23:59:00;" MP";" 1000";" 5";" 14.8";" 631";" 7.22";" 19";" 88542";" 0";" 9";" nicht messbar";" 392";" 96"
"139";26902;2022-11-01;" 00:00:00";" ja";22431;" Koblenz";" ja";" 327.5";" 171";" 484";" 94.9";2022-11-01 00:00:00;2022-11-01 00:00:00;" MP";" 1000";" 5";" 17";" 1600";" 7.2";" 52.1";" 23568";" 0";" 0";" 14.8";" 761";" 235"
"140";26903;2022-11-01;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 303";" 122";" 484";" 128";2022-11-01 00:00:00;2022-11-01 00:00:00;" MP";" 2000";" 12";" 15.1";" 561";" 8.1";" 10.7";" 9090";" nicht messbar";" 4";" 12";" nicht messbar";" nicht messbar"
"141";27111;2022-11-07;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 744";" 348";" 1140";" 196";2022-11-06 00:00:00;2022-11-06 23:59:00;" MP";" 1000";" 7";" 6.2";" 779";" 7.07";" 29.2";" 6690";" 2";" 0";" nicht messbar";" 572";" nicht messbar"
"142";27213;2022-11-08;" 07:55:00";" ja";22439;" Mainz";" ja";" 1156";" 832";" 1480";" 194";2022-11-07 00:00:00;2022-11-07 00:00:00;" MP";" 1000";" 6";" 7";" 1911";" 7.8";" nicht messbar";" 40364";" nicht messbar";" 0";" 10.7";" 830";" 262"
"143";27215;2022-11-07;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 451.5";" 263";" 640";" 119";2022-11-07 00:00:00;2022-11-07 00:00:00;" MP";" 1000";" 8";" 14.75";" 1119";" 7.97";" 39.3";" 9186";" 0";" 0";" nicht messbar";" 611";" 247"
"144";27216;2022-11-07;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 544";" 332";" 756";" 145";2022-11-07 00:00:00;2022-11-07 00:00:00;" MP";" 1000";" 4.5";" 17.4";" 1.34";" 8.13";" 35";" 14730";" 0";" 0";" nicht messbar";" 543";" 143"
"145";27217;2022-11-07;" 00:00:00";" ja";22431;" Koblenz";" ja";" 564";" 552";" 576";" 83.4";2022-11-07 00:00:00;2022-11-07 00:00:00;" MP";" 1000";" 5";" 16.5";" 1600";" 7.4";" 51.2";" 23336";" 0";" 0";" 13.2";" 821";" 247"
"146";27218;2022-11-07;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 164";" 56";" 272";" 144";2022-11-06 18:00:00;2022-11-07 18:00:00;" MP";" 2000";" 20";" 26";" nicht messbar";" 7";" nicht messbar";" 229074";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" 240"
"147";27293;2022-11-07;" 00:00:00";" ja";22425;" Germersheim";" ja";" 853";" 596";" 1110";" 96.1";2022-11-07 00:00:00;2022-11-07 00:00:00;" MP";" 100";" 24";" 18.8";" 132.27";" 7.78";" 60.8";" 4892";" 0";" 0";" 10.7";" 685";" nicht messbar"
"148";27294;2022-11-08;" 08:00:00";" ja";22438;" Landau";" ja";" 591";" 318";" 864";" 105";2022-11-07 08:00:00;2022-11-08 08:00:00;" MP";" 1000";" 5";" 16.6";" nicht messbar";" 7.9";" 48.9";" 11553";" 0";" 0";" 6";" 500";" nicht messbar"
"149";27299;2022-11-08;" 08:00:00";" ja";22448;" Trier";" ja";" 488.5";" 385";" 592";" 73.1";2022-11-07 08:00:00;2022-11-08 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 1215";" 7.7";" nicht messbar";" 18198";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"150";27507;2022-11-08;" 07:08:00";" ja";22430;" Kaiserslautern";" ja";" 386.5";" 197";" 576";" 146";2022-11-07 00:00:00;2022-11-07 23:59:00;" MP";" 1000";" 5";" 14.5";" 738";" 7.23";" 28.7";" 47427";" 1";" 0";" nicht messbar";" 372";" 94.53"
"151";27508;2022-11-07;" 00:00:00";" ja";23128;" Speyer";" ja";" 540";" 396";" 684";" 102";2022-11-07 00:00:00;2022-11-07 00:00:00;" MP";" 1000";" 2.5";" 25.7";" 1910";" 7.59";" 57";" 12156";" 0";" 0";" 10.8";" 577";" nicht messbar"
"152";27884;2022-11-07;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 633";" 390";" 876";" 152";2022-11-07 00:00:00;2022-11-07 00:00:00;" MP";" 1000";" 24";" 14.1";" 1268";" 7.68";" 38.3";" 5990";" 0";" 0";" 13";" 564";" 159"
"153";27885;2022-11-07;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 1349";" 708";" 1990";" 424";2022-11-07 00:00:00;2022-11-07 00:00:00;" MP";" 2000";" 13";" 15";" 705";" 8";" 1";" 2860";" nicht messbar";" nicht messbar";" 15";" nicht messbar";" nicht messbar"
"154";27886;2022-11-08;" 08:00:00";" ja";19985;" Andernach";" ja";" 405.5";" 183";" 628";" 121";2022-11-07 08:00:00;2022-11-08 08:00:00;" MP";" 1000";" 5";" 15.4";" 1891";" 8.1";" nicht messbar";" 9087";" 0";" 0";" 6.9";" nicht messbar";" nicht messbar"
"155";27887;2022-11-08;" 08:00:00";" ja";22449;" Worms";" ja";" 594";" 412";" 776";" 45.7";2022-11-07 08:00:00;2022-11-08 08:00:00;" MP";" 1000";" 12";" 17.2";" 1592";" 7.99";" 60.3";" 19485";" 0";" 10";" nicht messbar";" 881";" nicht messbar"
"156";27980;2022-11-09;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 336.5";" 181";" 492";" 265";2022-11-09 00:00:00;2022-11-09 00:00:00;" MP";" 1000";" 4.5";" 18.1";" 1.33";" 8.6";" 28.9";" 23460";" 0";" 0";" nicht messbar";" nicht messbar";" 621"
"157";27982;2022-11-09;" 00:00:00";" ja";22425;" Germersheim";" ja";" 195.5";" 90";" 301";" 192";2022-11-09 00:00:00;2022-11-09 00:00:00;" MP";" 100";" 24";" 15.4";" 42.49";" 7.54";" 14.7";" 15283";" 1";" 16";" 11.9";" 213";" nicht messbar"
"158";27983;2022-11-10;" 00:00:00";" ja";22430;" Kaiserslautern";" ja";" 208.5";" 116";" 301";" 592";2022-11-09 00:00:00;2022-11-09 23:59:00;" MP";" 1000";" 5";" 14.4";" 691";" 7.35";" 19.4";" 93274";" 1";" 7";" nicht messbar";" 233";" 71.32"
"159";27984;2022-11-09;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 87";" 46";" 128";" 198";2022-11-08 18:00:00;2022-11-09 18:00:00;" MP";" 2000";" 20";" 26";" nicht messbar";" 7";" nicht messbar";" 314085";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" 200"
"160";27985;2022-11-09;" 00:00:00";" ja";22431;" Koblenz";" ja";" 399";" 306";" 492";" 264";2022-11-09 00:00:00;2022-11-09 00:00:00;" MP";" 1000";" 5";" 16.2";" 1600";" 7.7";" 51.2";" 24128";" 0";" 0";" 13.2";" 729";" 195"
"161";27986;2022-11-10;" 08:00:00";" ja";22438;" Landau";" ja";" 83.5";" 50";" 117";" 115";2022-11-09 08:00:00;2022-11-10 08:00:00;" MP";" 1000";" 6";" 14.8";" nicht messbar";" 7.3";" 40.8";" 45810";" 7";" nicht messbar";" 9";" 711";" nicht messbar"
"162";27987;2022-11-10;" 08:00:00";" ja";22439;" Mainz";" ja";" 409.5";" 291";" 528";" 405";2022-11-09 00:00:00;2022-11-09 00:00:00;" MP";" 1000";" 6";" 7";" 1276";" 7.7";" nicht messbar";" 71936";" nicht messbar";" nicht messbar";" 11.3";" 595";" 175"
"163";27988;2022-11-10;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 62.5";" 13";" 112";" 189";2022-11-09 00:00:00;2022-11-09 23:59:00;" MP";" 1000";" 7";" 15";" 862";" 6.53";" 30.5";" 7600";" 0";" 1";" nicht messbar";" 888";" nicht messbar"
"164";27989;2022-11-09;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 131";" 94";" 168";" 130";2022-11-09 00:00:00;2022-11-09 00:00:00;" MP";" 1000";" 24";" 13.8";" 391";" 7.4";" 9.28";" 26190";" nicht messbar";" nicht messbar";" 14.3";" 239";" 61.7"
"165";27990;2022-11-09;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 165.5";" 102";" 229";" 406";2022-11-09 00:00:00;2022-11-09 00:00:00;" MP";" 2000";" 10";" 15";" 312";" 8";" nicht messbar";" 11960";" nicht messbar";" 8";" 14.9";" nicht messbar";" nicht messbar"
"166";27991;2022-11-09;" 00:00:00";" ja";23128;" Speyer";" ja";" 404";" 248";" 560";" 577";2022-11-09 00:00:00;2022-11-09 00:00:00;" MP";" 1000";" 7";" 24";" 740";" 7.47";" 21.3";" 31836";" nicht messbar";" 8";" nicht messbar";" 270";" nicht messbar"
"167";27992;2022-11-10;" 08:00:00";" ja";22448;" Trier";" ja";" 309";" 126";" 492";" 236";2022-10-09 08:00:00;2022-11-10 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 972";" 7.6";" nicht messbar";" 29665";" 1";" nicht messbar";" 12.12";" nicht messbar";" nicht messbar"
"168";27993;2022-11-09;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 270";" 188";" 352";" 350";2022-11-09 00:00:00;2022-11-09 00:00:00;" MP";" 1000";" 8";" 13.5";" 734";" 7.93";" 25.7";" 29445";" nicht messbar";" nicht messbar";" nicht messbar";" 344";" 146"
"169";28042;2022-11-10;" 08:00:00";" ja";19985;" Andernach";" ja";" 355";" 226";" 484";" 155";2022-11-09 08:00:00;2022-11-10 08:00:00;" MP";" 1000";" 5";" 10.6";" 1990";" 8.2";" nicht messbar";" 8553";" 1";" 0";" 9.3";" nicht messbar";" nicht messbar"
"170";28043;2022-11-10;" 08:00:00";" ja";22449;" Worms";" ja";" 245";" 153";" 337";" 186";2022-11-09 08:00:00;2022-11-10 08:00:00;" MP";" 1000";" 12";" 16.2";" 1070";" 7.7";" 31.5";" 31588";" 6";" 0";" nicht messbar";" 704";" nicht messbar"
"171";28098;2022-11-15;" 08:00:00";" ja";22449;" Worms";" ja";" 225";" 150";" 300";" 68.6";2022-11-14 08:00:00;2022-11-15 08:00:00;" MP";" 1000";" 12";" 17";" 1822";" 8.2";" 62.6";" 19697";" 0";" 0";" nicht messbar";" 936";" nicht messbar"
"172";28116;2022-11-15;" 00:00:00";" ja";22439;" Mainz";" ja";" 488";" 437";" 539";" 339";2022-11-14 00:00:00;2022-11-14 00:00:00;" MP";" 1000";" 6";" 7";" 1756";" 7.8";" nicht messbar";" 41651";" 0";" 7";" nicht messbar";" 867";" 230"
"173";28117;2022-11-15;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 159";" 105";" 213";" 112";2022-11-14 00:00:00;2022-11-14 23:59:00;" MP";" 1000";" 7";" 13.8";" 888";" 7.52";" 37.6";" 5890";" 0";" 0";" nicht messbar";" 1330";" nicht messbar"
